Text,Review-basic-sentiment
"Being an unrelenting non-stop over-the-top explosive melodrama, this movie is one of the worst action flicks ever produced, and utterly unbelievable in every way. The pace is constantly fever-pitched, and all the action and the actors are gripped by total hysteria. It is nigh unwatchable, and a stain - nay, a blotch - on the careers of everyone involved.<br /><br />The wildly exaggerated attempt at excitement undermines itself, resulting in a movie where you just go ""Come on!"" all the time. The setting and the events are impossible to take even remotely seriously. I can only rate this abomination a 1 out of 10.<br /><br />If you want to see a good asteroid movie, see Deep Impact, which is intense, sensitive and thoroughly engrossing. Everything Armageddon is not.",Negative
"My 10/10 rating is merely for the fun factor and assumes that you decided that you liked ""Slaughter High"" even before watching it. Yes, it's the typical revenge-several-years-after-a-dirty-prank story, but how can you not like some of the stuff that they pull here?! I couldn't have predicted that bathtub scene in a million years.<br /><br />OK, so maybe we could be cynical and say that this movie offers nothing new. Well, it doesn't pretend to. It's the sort of flick that the characters in ""Scream"" probably watched, and it contributed to their rules about how to survive a horror movie. After all, who doesn't like to watch people suffer for doing these things? Obviously, it's got sort of a reactionary undertone, as people get punished for doing what the '60s championed. But still, you gotta love this stuff! So, with apologies to Don McLean, this jester didn't sing for the king and queen!",Positive
"i thought id check this film out as I'm currently making a film about a mysterious box, therefore it would be great to see how this film took and developed the idea of a mysterious and unexpected box.<br /><br />before going to the cinema i had a high expectation of this film. with actresses, like Cameron diaz you would expect the acting especially hers to be great. the acting was a sort of let down for the film, the characters accents changed throughout the film it made it unbelievable.<br /><br />the whole idea of a weird box that can make your dreams come true but destroy others is such a brilliant story but i feel the director let it down, this film had potential it could of been a lot lot better than it was.<br /><br />this film had no middle to it. it was too confusing and needed a steady storyline. nobody wants to go into the cinema and come out thinking what have i just watched 'i didn't get it at all,' sometimes it can be exciting and make people want to watch it again, but this film made people want to never ever want to hear of the film again. throughout watching i noticed that half the audience had left before the ending. i feel every single person had been let down watching this film because of the high expectations and how slow parts of the film was.<br /><br />lets put the bad points to one side... i did like however the scene where the son is in the bathroom at the end. it was unexpected, it reminded me of a horror movie and the way it was put together made me imagine it and how devastating and scary it would of been to be in that position. the lighting and the effects made it look excellent, this scene looked slightly more 1990's than the 1970's that this film is supposed to be.<br /><br />this film was confusing because it had so many different bits to it. parts that you would expect to be sumned up at the end where everything comes clear but it didn't, it totally went against an audiences expectations, even though leaving the film on a cliff hanger, not giving the audience a reason why things happen could work and do really well, but this one didn't, it was a creative, different unusual film i thought, it had potential could of been better, disappointed didn't enjoy it, wouldn't buy it on DVD to be honest.",Negative
"I gave this a four purely out of its historical context. It was considered lost for many years until it popped up out of the blue on Showtime in the early nineties.<br /><br />Moe is the straight man and Larry and Curly act as a duo. Spade Cooley has a couple of numbers. I guess it had something to do with working on a ranch. I'm not quite sure because the plot was so minimal nothing really sticks in my memory. I vaguely remember it being a western musical comedy. Even the Stooge's seem to be going through the motions. Overall there's nothing much really to recommend here.<br /><br />If you're not a Stooge fan then don't bother. If you are a Stooge fan, then stick with the shorts.",Negative
"Films like this infuriate me simply because they don't deserve the funding that enables them to end up in my DVD player. This movie is ambiguous in its jacket blurb and even more impenetrable in its casting choices (why is Ms. Song a romantic interest? Did they just want an Asian woman in there, or does her unconvincingly wise character actually lend this ""message"" movie's story a fresh perspective)? One has very little to go on in approaching this film, and even less as the story unfolds. But a good hour into the proceedings, I realized the dull casting is all the casting agent could dredge up, the unconvincing character studies are the result of writers' brain-fart, and the story is amorphous and plagued by unsubtle references to the woes of capitalism, materialism, and getting ahead in the postmodern world. Towards the end of this film, just before I nodded off and missed the last two minutes, I got the sense that ""Everything's Gone Green"" is a product of ""connections"" in the world of film - someone with very little talent knew someone with very little directorial skill, knew someone with absolutely no marketing sense (but plenty of disposable ego) and out popped this dull and inefficient attempt at whimsy and humor-with-a-conscience nonsense. And this is what is most maddening - how many infinitely better scripts were passed over in favor of this almost unwatchable tripe? Skip this film, and feel good about yourself for doing so.",Negative
"This movie is awesome on so many levels... and none of them are the level that it was intended to be awesome on.<br /><br />Just remember this: When you're watching Shaun of the Dead and other recent zombie movies... be they good or bad... THIS is the formula that they are using. THIS is what makes zombie movies so great.<br /><br />And what makes it BETTER than great is the story behind the movie. A simple web search will provide you with everything you need to know.<br /><br />All in all, it doesn't linger. There's never a point where you think to yourself ""c'mon, get on with it""... it moves quick and corners nicely. This is the sporty, little Italian number of zombie flicks.<br /><br />So awful, it's wonderful! If your tongue spends an ample amount of time in your cheek... rent it, buy it, love it.<br /><br />As a great trivia note: If you're watching it on DVD, you'll notice that there is sound effects during the menu screen, underneath the musical score... Well... that's because that music was lifted straight from the trailer... which is probably the only working print of that music that still exists which is long enough to loop.",Positive
"Unfortunately the only spoiler in this review is that there's nothing to spoil about that movie.Even if B. Mattei had never done any master piece he use to do his job with a bit of humor and craziness that made him a fun Eurotrash director. But for the last 10 years he seemed to have lost it.This film is just empty, nothing at all to wake us up from the deep sleep you sink into after the first 10 min.No sex, no blood(it's suppose to be about snuff?),no actors, no dialogs, just as bad as an 90'T.V film.It's even worse than his last cannibals and zombies epics.So Rest in peace Bruno, you will stay in our minds forever anyway, thanks to such unforgettable gems as:Zombi 3, Robowar,Rats, l'altro inferno,Virus, Cruel jaws and few others.So except if you want to see B Mattei possessed by jess Franco's spirit's new film, pass on this one.But if you don't know this nice artisan's career track down his old films and have fun.",Negative
"If you only see one Ernest movie in your life, make it this one! This is by far the best in the series, with its nonstop laughs and clever humor that is suitable for all ages. The other ""Ernest"" flicks were good too, but most people tend to get tired of him quickly (not ME, however.).<br /><br />In this movie, Ernest P. Whorrel is assigned jury duty for a murder case. The murderer, Nash, just happens to look EXACTLY like our bumbling hero Ernest. Mr. Nash finds this a good opportunity to escape from jail by knocking him out switching identities with him, and so we get to see how Ernest reacts in the slammer.<br /><br />A great flick! If you haven't already seen it, watch it!",Positive
"A film to divide its viewers. Just criticism points at its funereal pace, over-used snap zooms and persistent, lingering gazes between the protagonists. Advocates point to Dirk Bogarde's mighty performance and Pasqualino De Santis' benchmark photography of Venice.<br /><br />Taken altogether, this might suggest an indulgent, romanticised elegy for the nobility of homosexual love (at a time, 1971, when it was becoming consensually legal). In fact Visconti has succeeded in making a richer, more complex film than such a single-issue vehicle. He has knit his ideas - foibles and all - into a meticulously paced arc.<br /><br />Inside this does indeed sit the central performance of Bogarde's Aschenbach. Rather than a simpering, Johnny-come-lately gay, he manages to give a pathetic composer beaten by tragedy and misunderstood integrity who sees salvation in Tadzio. His mesmerised staggering around an increasingly hellish Venice after the boy is a straight metaphor for the artist's tenacity for truth in the teeth of the dilettante mob (and it is explicitly cut with such a flashback).<br /><br />Mahler's music is possibly a little over-used although it is well appropriated. The Italian overdub is a wearing anachronism but thankfully the acting doesn't suffer too much. 7/10",Negative
"More directors like Nacho Vigalondo need a greater outlet for their talents. 7:35 De la mañana is absolute genius. What Nacho is able to convey in 8 minutes takes some Hollywood directors hours of film to achieve. I watched this smiling, but feeling a little dirty and not in the sexual way. You sit and wonder how you should feel after watching this 8 min. nugget. I was entertained, but was disturbed at the same time. Not many people can do that in just 8 minutes. It starts off simple enough. A young women comes in for breakfast at her usual place. She sits down and someone starts singing. From there, the film takes you through so many different emotions all at once it is hard to describe. It is in black & white, but this helps with the feeling the film gives you.This film makes you want to know more about the characters, how they interacted previously and how the ending impacted their lives afterward. I guess it like the old saying,""Leave them wanting more"", Nacho Vigalondo is able to do that. Watch this when you can. Show it to your friends and wonder how 8 minutes can be so much fun without taking off your clothes.",Positive
"I just got the DVD for Hardware Wars, in a shiny new package, looking irresistable. Stuck it in my DVD player to find a slew of extra fun stuff. The extra content on the DVD is even longer than the movie. For those of you that have (shame!) never seen Hardware Wars, it one fantastically silly Star Wars spoof (of Episode IV, of course). Household appliances (such as irons, toasters, vacuums, and a waffle maker) stand in for Ty-fighters, X-wings, R2D2, and the death star. Instead of Princess Leia, we have Princess Ann-Droid, complete with Cinnabon hairdo. You get the point, I'm sure. Mad silliness, and a fun ride for any Star Wars geek (like me!)<br /><br />Now, the DVD - wow! A director's commentary where he basically goes off on the movie, making fun of himself and the project throughout. An interview with Fosselius on Creature Features (remember that?!) and hilarious ""director's cut"" and ""foreign version"" of the movie (all jokes of course). Anyway, this is great. I loved Hardware Wars in the theater, and am so glad for having the DVD in my collection - wedged in between MST3K: the movie and Thumb Wars!",Positive
"This film held my interest enough to watch it several times. The plot has holes, but the lead performers make it work.<br /><br />Catherine Mary Stewart (Julia Kerbridge), does a great job as a woman of 37 who has sacrificed everything else to become a physician. She worked years to earn the money to go to medical school. She is performing brilliantly in her residency and is just about to take her board exam and realize her dream.<br /><br />Meanwhile, Julia's sister and brother-in-law are murdered and as the nearest living relative she is compelled to take in her niece Amanda (Arlen Aguayo-Stewart) to avoid having her become a ward of the state. Amanda is about 7 years old from her appearance. Amanda is so traumatized from her parent's murder that she has become mute. Needless to say, Julia's 16-hour days get longer caring for Amanda.<br /><br />Rob Lowe plays Kevin Finney, a charming neighbor man in their apartment building who works his way into the lives of Julia and Amanda. He is always there with a trick or a joke to help Amanda deal with her distress. Amanda really starts to warm up to Kevin as the film progresses, perhaps more than to her aunt. Julia starts to rely on Kevin to take some of the load of caring for Amanda as she attempts to handle her case load and prepare for her board examination. Kevin is always there whenever some crisis erupts for Julia.<br /><br />The chemistry between Rob and Catherine Mary was great. You keep watching to see them get together before the end of the film. The chemistry between Rob and Arlen was good as well. Arlen managed to convey quite a lot without the benefit of words. The plot had Julia and Amanda gradually warming up to each other. You can see them working out a relationship as the film progresses.<br /><br />We discover that Julia's sister and brother-in-law (the Meyers) were involved in industrial espionage. They stole an extremely valuable prototype microchip from their employer. They had three associates who intended to share the proceeds of the theft. Julia discovers that the Meyers were planning to skip the country under assumed identities. The plot is unclear whether the Meyers intended to double cross their associates or were themselves double crossed.<br /><br />In any case the Meyers are murdered in their home by 2 of their former associates. The killers make no attempt to extract the location of the microchip from the Meyers before killing them. The killers search the home and fail to find their prize. They leave a living witness to their crime, Amanda. The killers then spend the remainder of the film making clumsy attempts to extract the microchip from Julia and Amanda who have no idea where the prize is located. Eventually, the killers kidnap Amanda in hopes she knows something about the microchip's location.<br /><br />Eventually Julia discovers the truth about Kevin. He is an investigator hired to recover the stolen microchip. After some rough moments in the relationship they manage to rescue Amanda and dispatch the bad guys. The predictable ending has the three forming a family and moving happily into a future together.<br /><br />What struck me about the plot were major holes. Kevin moves into the same apartment building as Julia and Amanda the day after the murder of the Meyers. How does he know that the microchip is not already in the hands of the killers? The killers blithely leave fingerprints at the murder scene, with no concern for concealing their identity. The killer that pretends to be a psychiatrist is revealed to Amanda by the remnants of red paint from the murder scene on his shoe soles. He was not shown in the murder scene at the start of the film. There are other weaknesses along these lines too numerous to mention.<br /><br />The film could have been a lot better if the script had been refined more before filming. Filling in the plot holes would have added little expense and greatly improved the effort.",Positive
"For anyone who liked the series this movie will be something to watch. However, it also leaves you wanting more. I loved the way that every character (detective)made an appearance. Least with the ending of who is the fourth chair for they leave a reason for another movie. My guess is Bayless of course. This like the series was a very well put together series of scenes. This is a series I wish had lived on. Thanks to the cast for some wonderful TV.",Positive
"I saw this today with little background on what to expect of the storyline. I go to the movies as an escape, to leave everything behind and enjoy a ""story"". I found this to be a good movie, not great, but good. It was worth my money and my tears :)<br /><br />Diane Lane was wonderful as always, Richard Gere isn't an over-actor. He held his own and has a certain presence that we always come to expect. He brings his own style to the movie.<br /><br />I think it was the kind of love story that doesn't always get told. It was messy and they had other priorities, but they wanted to be together and wanted to wait for each other.<br /><br />I'd definitely recommend it!",Positive
"I don't think this can legally qualify as ""film."" The plot was so flimsy, the dialogue so shallow, and the lines so terrible that I couldn't believe that someone actually wrote the lines down, said, ""Holy sh*t! This is a masterpiece"" and then actually pitched it to a producer. I, for one, am still dumbfounded and will forever remember this film as the mark of the degeneracy of intelligence in America -- that, and ""Crossroads,"" of course.",Negative
"Flynn, known mostly for his swashbuckling roles (and his bedroom antics!) takes a different tack with this film and it works beautifully. Playing real-life boxing champ Jim Corbett, Flynn turns on the charm full blast as he makes his way from a stifled San Francisco bank teller to a celebrated pugilist, all the while setting one eye on society deb Smith. He and best pal Carson attend an illegal bare-knuckle fight and are arrested along with scores of other men (and a dog!) including a prominent judge. The next day, he gets a chance, via Smith, to gain entrance to the judge's private club. He uses this opportunity to weasel his way into the good graces of its exclusive members and land a spot as the club's resident boxer. His unusually adept skill in the sport soon has him taking on all comers, up to and including the world champion John L. Sullivan (Bond.) Flynn is downright magical here. He is the epitome of charm, charisma and appeal in this role. He looks terrific (especially in a hangover scene with his hair mussed and wearing a white union suit) and does virtually all of his own stuntwork (impressively!) His line delivery is delicious and he is credible and sympathetic and at the same time duplicitous and rascally. Smith exudes class and taste from every pore and is a good match for Flynn. At this stage, he needed a female costar who could stand up to his advances and reputation (he was undergoing statutory rape charges at the time) and she does so admirably. She is repulsed by his freshness and cavalier attitude, yet can hardly help but fall under his enchanting spell. Bond is incredibly burly, brawny and towering, yet tender when the script calls for it. Amusing support is provided by a young and ebullient Carson. Frawley is his dependably cantankerous self as Flynn's manager. The rest of the cast is excellent as well including Flynn's rambunctious family and an assortment of stuffy Nob Hill types. The whole thing is beautifully appointed and securely directed. A few of the sets are amazingly presented. Some of Smith's gowns border on the garish, but she suits the upswept hairstyles very well. It's a terrific glimpse into the earliest days of championship boxing, but it's also so much more. Some of it (like the character traits shown by Flynn) is enhanced or exaggerated for entertainment purposes, but a lot of it is authentic (like the methods and costumes shown in the fight scenes.) One line is particularly memorable: ""I believe you like me more than I like you, but it's entirely possible that I love you more than you love me."" It's classic romantic dialogue (and there are more than a few zingers sprinkled throughout the script as well.)",Positive
"Sigh. I'm baffled when I see a short like this get attention and assignments and whatnot. I saw this film at a festival before the filmmaker got any attention and forgot about it immediately afterwards. It was mildly annoying to see it swiping the Grinch Who Stole Christmas heart gag along with the narration, the set design seen many times before, the whole weak Tim Burton-ish style, and the story that goes nowhere. And we got the ""joke"" about shooting the crows with the 45 the first time, alright?<br /><br />But I guess what's really unacceptable is that it even swipes its basic concept from a comic book circa 1999 called LENORE, THE CUTE LITTLE DEAD GIRL by Roman Dirge! As any quick internet search will reveal. I mean, what is this? This is what they base a Hollywood contract on and opens doors in Canada for a filmmaker? ""Give your head a shake"" as Don Cherry might say.",Negative
"4 out of 10<br /><br />A somewhat unbelievable storyline with some haunted-house type ""shocks"" that really don't fit in.<br /><br />Gary Oldham's performance is very erratic...not so much the quality of the performance but the consistency. His character does not behave in a consistent manner. Sometimes calm/relaxed/methodical/thoughtful, sometimes violent/loud/almost crazed. It's just not believable. <br /><br />Have many 80s movies dated badly? Will they be more enjoyable 20 years from now?<br /><br />",Negative
"In one instant when it seemed to be getting interesting, it never got there.<br /><br />The people are going from one point to another point, with really no point (if there was one it was very dull). There was no action, suspense or any horror and the characters were pretty heartless, so there was no caring what happened to them.<br /><br />All together the movie was pretty boring.<br /><br />I give it a 3/10.<br /><br />I like that it wasn't shaky choppy camera-work and if there was music it didn't annoy me like some really bad movies and the acting was not horrendous.",Negative
"Don`t be fooled into thinking that this is a remake as in this years remake of THE TIME MACHINE is based on an earlier film . It`s not because this is a pointless re- film . That is the director has used the original camera script shot for shot similar to the "" remake "" of THE GET AWAY from a few years ago . The scenes are identical to the original , the dialogue is identical to the original , the camera angles are identical , no attempt whatsoever is made to embellish or restructure the original script ,( But with a director like Van Sant at the helm we should be thankful . He sure ain`t no Hitchcock ) in fact I might even be correct in saying the costumes might be the same because the private eye wears a pork pie hat. Didn`t they go out of fashion in the late 1960s ? <br /><br />Bottom line:Avoid",Negative
"what a refreshing change from the PG movies that have teen girls jumping in and out of bed, young high school boys counting how many girls they can ""hook up"" with, kids drinking, doing drugs, etc., etc., etc. Carl Hiaasen has written so many books that are enjoyable but hardly classic literature. but he has finally written something that Middle School kids WANT to read. And this movie sends a message to kids that maybe they can make a difference, that maybe their voices can be heard. Filmed in South Florida, the scenery is beautiful and natural and REAL. Who cares if its predictable, and a little corny. So was FREE WILLY and look how well that did. This is a good family movie..........a rare breed.",Positive
"This is the most stupid movie ever made. The story is laughable. His wife and kid think he's insane. Then they don't. Then it turns out he is and I think they knew it all along. There is a dog named Ned that causes some problems and I think it's all his fault...so does Jim Carey. God only knows why Virginia Madsen took this role...this is a career sinker. I think the target audience for this is 11 and 12 year olds. And that adds up to 23. Or maybe it's for 8 and 10 years olds which also adds up to 23. Or maybe it's for really dumb 23 year olds. Or maybe really dumb 32 year olds because that's 23 in reverse. Or maybe 46 year olds would enjoy it because half of that is 23. I think looking up things on the internet about the number 23 would be more entertaining than this movie, unless you wanted to see a comedy.",Negative
"In ""Brave New Girl,"" Holly comes from a small town in Texas, sings ""The Yellow Rose of Texas"" at a local competition, and gets admitted to a prestigious arts college in Philadelphia. From there the movie grows into a colorful story of friendship and loyalty. I loved this movie. It was full of great singing and acting and characters that kept it moving at a very nice pace. The acting was, of course, wonderful. Virginia Madsen and Lindsey Haun were outstanding, as well as Nick Roth The camera work was really done well and I was very pleased with the end (It seems a sequel could be in the making). Kudos to the director and all others that participated on this production. Quite a gem in the film archives.",Positive
"Another well done moral ambiguity pieces where the anti-hero makes it hard to decide who to root for.<br /><br />If nothing else ""The Beguiled"" silenced anyone who said there were no good parts for actresses in movies-at least in 1971. There were four excellent parts for actresses in this film and all were well cast and well executed.<br /><br />Pamelyn Ferdin did a fine job as Amy and would go on to play ""Wanda June"". This must have been the first time an adult male box office star shared an extended kiss with a twelve-year-old girl on camera, wonder if there was much controversy about this at the time. It was probably Polanski's favorite scene. Given the fate of Amy's turtle ""Randolph"", it is no surprise that Ferdin grew up to be a hardcore animal rights activist.<br /><br />Geraldine Page was likewise excellent, playing a complex character with just the right amount of restraint. It is interesting that she died just three days after Elizabeth Hartman committed suicide (throwing herself through a fifth floor window) as they had also worked together in ""You're a Big Boy Now"".<br /><br />Hartman (who looks like she could be Blair Brown's sister) was wonderful as Edwina and should have gotten an Oscar (no other performance was even close that year), but given what we now know about her you wonder just how much of her performance was a studied effort and how much just came from inside her. Edwina shows such raw pain it is difficult to watch. Like Marilyn Monroe's incredible performance in ""The Misfits"", the viewer is probably seeing a whole lot of her own demons in the character she is playing.<br /><br />Finally there is Jo Ann Harris who is stunningly perfect as the flirty Carol. For my money Harris was the sexiest actress of the 1970's, combining sensuality with intelligence and humor. She was the best reason to watch the ""Most Wanted"" television series and the only reason to watch ""Wild Wild West Revisited"". Hard to believe that someone who could bring all that to the screen never became a big star.",Positive
"This film was very well advertised. I am an avid movie goer and have seen previews for this movie for months. While I was somewhat skeptical of how funny this movie would actually be, my friends thought it was going to be great and hyped me up about it. Then I went and saw it, I was sunk down in my seat almost asleep until I remembered that I had paid for this movie. I made myself laugh at most of the stuff in the movie just so i wouldnt feel bad and destroy the good mood I was in, plus I wanted to get my monies worth out of the movie! I always go into a movie with an open mind, not trying to go into them with too many expectations, but this movie was not that funny. Now it wasnt the worst movie I've ever seen, but it is definitely worth waiting for HBO. If you havent seen many previews for the movie or you like very slow and corny comedies you may enjoy it, but for true comedy fans Id say pass. Maybe even check out The Kings of Comedy again. Something told me to go see Meet the Parents instead!!!",Negative
